front;back;tags;section
narvakas, narvaka, narvakat;inhabitant of Narva;;17
Nasva, Nasva, Nasvat;Nasva (Estonian place name);;17
neile (nendele);to you, for you (pl);;17
neli, nelja, nelja;four;;17
neli/kümmend, nelja/kümne, nelja/kümmend;fourty;;17
neli/sada, nelja/saja, nelja/sada;four hundred;;17
neli/teist, nelja/teist/kümne, nelja/teist/kümmet;fourteen;;17
nelja/päev, nelja/päeva, nelja/päeva;Thursday;;17
neljakesi;four of us together;;17
Neljapäevani!;Till Thursday!;;17
neljas, neljanda, neljandat;fourth;;17
nemad (nad), nende, neid;they;;17
nendel (neil) on;they have;;17
nendele (neile);to you, for you (pl);;17
nii/nimetatud;so-to-speak;;17
nina, nina, nina;nose;;17
nina-, kõrva- ja kurgu/arst, nina-, kõrva- ja kurgu/arsti, nina-, kõrva- ja kurgu/arsti;otorhinolaryngologis;;17
nina/rõngas, nina/rõnga, nina/rõngast;nose piercing;;17
nn (nii/nimetatud);so-to-speak;;17
normaalne, normaalse, normaalset;normal;;17
november, novembri, novembrit;November;;17
nt (näiteks);for instance;;17
nurga peal;on the corner;;17
Nõva, Nõva, Nõvat;Nõva (Estonian place name);;17
nägu, näo, nägu;face;;17
näitleja, näitleja, näitlejat;actor;;17
näitus, näituse, näitust;exhibition;;17
odava/võitu;a little too cheap;;17
oktoober, oktoobri, oktoobrit;October;;17
olema, ol/la, ole/n;to be;;17
on;;;17
oranž, oranži, oranži;orange;;17
osa/ühing, osa/ühingu, osa/ühingut;private limited company;;17
osalema, osale/da, osale/n;to take part;;17
oskama, osa/ta, oska/n;to be able to, can;;17
Ott, Oti, Otti;Ott (male name);;17
paber , paberi, paberit;paper;;17
paber/tasku/rätikud, paber/tasku/rätikute, paber/tasku/rätikuid;paper tissues;;17
paberist;made of paper;;17
Paide, Paide, Paidet;Paide;;17
paistes;swollen;;17
paistma, paist/a, paista/b;to shine, to show;;17
pakane, pakase, pakast;frost, severe cold;;17
pakaseline, pakaselise, pakaselist;freezing;;17
pakk, paki, pakki;packet;;17
paks, paksu, paksu;thick, fat;;17
palav, palava, palavat;very hot;;17
pank, panga, panka;bank;;17
pann, panni, panni;frying pan;;17
paprika, paprika, paprikat;bell pepper, paprika;;17
parandus, paranduse, parandust;repair, amendment;;17
Pariis, Pariisi, Pariisi;Paris;;17
parkimine, parkimise, parkimist;parking;;17
pea/valu, pea/valu, pea/valu;headache;;17
peedi/salat, peedi/salati, peedi/salatit;beetroot salad;;17
peet, peedi, peeti;beetroot;;17
Peking, Pekingi, Pekingit;Beijing;;17
pere/konna/seis, pere/konna/seisu, pere/konna/seisu;marital status;;17
Peterburi, Peterburi, Peterburit;St Petersburg;;17
piim, piima, piima;milk;;17
piiri/valvur, piiri/valvuri, piiri/valvurit;border guard;;17
pika/võitu;a little too long;;17
Pikas/saare, Pikas/saare, Pikas/saaret;Pikassaare (Estonian place name);;17
Pille, Pille, Pillet;Pille (female name);;17
pilvine, pilvise, pilvist;cloudy;;17
pipar, pipra, pipart;pepper;;17
pits, pitsi, pitsi;shot;;17
pitsa , pitsa, pitsat;pizza;;17
plaaster, plaastri, plaastrit;plaster;;17
plakat, plakati, plakatit;poster;;17
plats, platsi, platsi;square;;17
poiss-sõber , poiss-sõbra,poiss-sõpra;boyfriend;;17
pole = ei ole;"negative of the verb "" olema""";;17
Pole paha!;Not bad!;;17
polikliinik, polikliiniku, polikliinikut;polyclinic;;17
politseinik, politseiniku,politseinikku;policeman;;17
Poola , Poola, Poolat;Poland;;17
poola keel, poola keele, poola keelt;Polish;;17
poolakas, poolaka, poolakat;Polish;;17
porgandi/salat, porgandi/salati, porgandi/salatit;carrot salad;;17
pott, poti, potti;saucepan;;17
prantslane, prantslase, prantslast;French(man)/French(woman);;17
Prantsus/maa, Prantsus/maa, Prantsus/maad;France;;17
prantsuse keel, prantsuse keele, prantsuse keelt;French;;17
preili, preili, preilit;young lady;;17
prilli/pood, prilli/poe, prilli/poodi;opticians;;17
professor, professori, professorit;professor;;17
proua, proua, prouat;madam, missis;;17
pruun, pruuni, pruuni;brown;;17
puu , puu, puud;wood, timber, tree;;17
puuder, puudri, puudrit;powder;;17
puus, puusa, puusa;hip;;17
puust;made of wood;;17
põhi, põhja, põhja;north;;17
põlv, põlve, põlve;knee;;17
Põlva, Põlva, Põlvat;Põlva (Estonian place name);;17
Põlva/maa, Põlva/maa, Põlva/maad;Põlva County;;17
põsk, põse, põske;cheek;;17
päev, päeva, päeva;day;;17
pähkel, pähkli, pähklit;nut;;17
päike(ne), päikese, päikest;sun;;17
päikese/prillid;sunglasses;;17
pärast/lõuna, pärast/lõuna, pärast/lõunat;afternoon;;17
pärnakas, pärnaka, pärnakat;inhabitant of Pärnu;;17
Pärnu, Pärnu, Pärnut;Pärnu (Estonian place name);;17
Pärnu/maa, Pärnu/maa, Pärnu/maad;Pärnu County;;17
püha/päev, püha/päeva, püha/päeva;Sunday;;17
Pühapäevani!;Till Sunday!;;17
raamatu/pood, raamatu/poe,raamatu/poodi;book shop;;17
rada, raja, rada;track;;17
Rae/koja plats, Rae/koja platsi, Rae/koja platsi;Rathaus square;;17
rahe, rahe, rahet;hail;;17
Rakvere, Rakvere, Rakveret;Rakvere (Estonian place name);;17
Rannu, Rannu, Rannut;Rannu (Estonian place name);;17
Rapla, Rapla, Raplat;Rapla;;17
Rapla/maa, Rapla/maa, Rapla/maad;Rapla County;;17
raud/tee, raud/tee, raud/teed;railway;;17
raud/tee/jaam, raud/tee/jaama, raud/tee/jaama;railway station;;17
redis, redise, redist;radish;;17
redise/salat, redise/salati, redise/salatit;radish salad;;17
reede, reede, reedet;Friday;;17
Reedeni!;Till Friday!;;17
Reet, Reeda, Reeta;Reet (female name);;17
Reili, Reili, Reilit;Reili (female name);;17
remonditud;renovated;;17
renoveerimata;not renovated, in need of renovation;;17
restoran, restorani, restorani;restaurant;;17
Riho, Riho, Rihot;Riho (male name);;17
Riia, Riia, Riiat;Riga;;17
riidest;made of fabric;;17
riie, riide, riiet;fabrick, cloth;;17
riigi/mets, riigi/metsa, riigi/metsa;state forest;;17
Riina, Riina, Riinat;Riina (female name);;17
rind, rinna, rinda;chest, breast;;17
roheline, rohelise, rohelist;green;;17
Romeo, Romeo, Romeot;Romeo (male name);;17
Rooma, Rooma, Roomat;Rome;;17
Roomas/saare, Roomas/saare, Roomas/saaret;Roomassaare (Estonian place name);;17
Roomeo, Roomeo, Roomeot;Roomeo (male name);;17
roosa , roosa, roosat;pink;;17
rosin, rosina, rosinat;raisin;;17
rumal, rumala, rumalat;stupid, dumb;;17
Ruth, Ruthi, Ruthi;Ruth (female name);;17
ruuduline, ruudulise, ruudulist;checkered;;17
rõdu, rõdu, rõdu;balcony;;17
rätik, rätiku, rätikut;headscarf;;17
rääkima, rääki/da, räägi/n;to speak;;17
rüütel, rüütli, rüütlit;knight;;17
sa (sina), su (sinu), sind;you (singular);;17
saabas, saapa, saabast;boot;;17
Saare/maa, Saare/maa, Saare/maad;island of Saaremaa, Saaremaa County;;17
saarlane, saarlase, saarlast;inhabitant of the island of Saaremaa;;17
sada, saja, sada, sadat;hundred;;17
sadam, sadama, sadamat;harbour;;17
sai, saia, saia;bread (made of wheat);;17
saja/eurone, saja/eurose, saja/eurost;hundred euro note;;17
Saksa/maa , Saksa/maa, Saksa/maad;Germany;;17
sakslane, sakslase, sakslast;German;;17
sale, saleda, saledat;slim, slender;;17
sall, salli, salli;scarf;;17
salv, salvi, salvi;balm;;17
sanatoorium, sanatooriumi, sanatooriumit;sanatorium;;17
Saša, Saša, Sašat;Saša (male name);;17
seal/hulgas;including;;17
see tähendab;i.e.;;17
see/kord;this time;;17
seen, seene, seent;mushroom;;17
seene/salat, seene/salati, seene/salatit;mushroom salad;;17
seenele minema, seenele min/na, lähe/n seenele;to go picking mushrooms;;17
seep, seebi, seepi;soap;;17
seitse/kümmend, seitsme/kümne, seitset/kümmend;seventy;;17
seitse/sada, seitsme/saja,seitset/sada;seven hundred;;17
seitse/teist, seitsme/teist/kümne, seitset/teist/kümmet;seventeen;;17
seitsmekesi;seven of us together;;17
seitsmes, seitsmenda, seitsmendat;seventh;;17
selg, selja, selga;back;;17
seminar, seminari, seminari;seminar;;17
september, septembri, septembrit;September;;17
seriaal, seriaali, seriaali;serial, TV show;;17
sh (seal/hulgas);incl.;;17
sibul, sibula, sibulat;onion;;17
side, sideme, sidet;bandage;;17
sidrun, sidruni, sidrunit;lemon;;17
sihvka, sihvka, sihvkat;sunflower seed;;17
siili/soeng, siili/soengu, siili/soengut;buzz cut;;17
Siim, Siimu, Siimu;Siim (male name);;17
Siiri, Siiri, Siirit;Siiri (female name);;17
sina (sa), sinu (su), sind;you (singular);;17
sinep, sinepi, sinepit;mustard;;17
sinine, sinise, sinist;blue;;17
sinule (sulle);to you, for you (sing);;17
Siret, Sireti, Siretit;Siret (female name);;17
sirge, sirge, sirget;straight;;17
sisse/pääs, sisse/pääsu, sisse/pääsu;entrance;;17
sokk, soki, sokki;sock;;17
soome keel, soome keele, soome keelt;Finnish;;17
soomlane, soomlase, soomlast;Finn;;17
st (see tähendab);i.e.;;17
sugu, soo, sugu;gender;;17
suhkur, suhkru, suhkrut;sugar;;17
sukk/püksid;tights;;17
sula, sula, sula;thaw;;17
sulle (sinule);to you, for you (sing);;17
super/market, super/marketi, super/marketit;supermarket;;17
supi/lusika/täis, supi/lusika/täie,supi/lusika/täit;tablespoonful;;17
suu, suu, suud;mouth;;17
suure/võitu;a little too big;;17
suurepärane, suurepärase, suurepärast;wonderful;;17
suusa/matk, suusa/matka, suusa/matka;skking trip;;17
sõber, sõbra, sõpra;friend;;17
sõel, sõela, sõela;sieve;;17
sõrm, sõrme, sõrme;finger;;17
sõrmus, sõrmuse, sõrmust;ring;;17
särk, särgi, särki;shirt;;17
söödav, söödava, söödavat;edible;;17
sööma, süü/a, söö/n;to eat;;17
sült, süldi, sülti;jellied meat;;17
sünni/märk, sünni/märgi,sünni/märki;birth mark;;17
sünnitus/maja, sünnitus/maja, sünnitus/maja;maternity ward;;17
šampoon, šampooni, šampooni;shampoo;;17
šampus, šampuse, šampust;champagne;;17
zoo/pood, zoo/poe, zoo/poodi;pet shop;;17
ta (tema), ta (tema), teda;he, she;;17
Taaniel, Taanieli, Taanielit;Taaniel (male name);;17
taastus/ravi/keskus, taastus/ravi/keskuse, taastus/ravi/keskust;rehabilitation centre;;17
taevas, taeva, taevast;sky;;17
tagasi keerama, tagasi keera/ta, keera/n tagasi;to turn back;;17
tagasi pöörama, tagasi pööra/ta, pööra/n tagasi;to turn back;;17
tagumik, tagumiku, tagumikku;bottom;;17
tahvel, tahvli, tahvlit;bar;;17
taime/laat, taime/laada,taime/laata;fair for plants;;17
tal (temal) on;he/she has;;17
taldrik, taldriku, taldrikut;plate;;17
talle (temale);to him/her, for him/her;;17
tallinlane, tallinlase, tallinlast;inhabitant of Tallinn;;17
talunik, taluniku, talunikku;farmer;;17
Tanel, Taneli, Tanelit;Tanel (male name);;17
Tarmo, Tarmo, Tarmot;Tarmo (male name);;17
tartlane, tartlase, tartlast;inhabitant of Tartu;;17
Tartu, Tartu, Tartut;Tartu (Estonian place name);;17
Tartu/maa, Tartu/maa, Tartu/maad;Tartu County;;17
teadlane, teadlase, teadlast;scientist;;17
teatama, teata/da, teata/n;to inform;;17
teater, teatri, teatrit;theatre;;17
tedre/tähn, tedre/tähni, tedre/tähni;freckle;;17
tee/lusika/täis, tee/lusika/täie,tee/lusika/täit;teaspoonful;;17
tee/lusikas, tee/lusika, tee/lusikat;teaspoon;;17
Teet, Teedu, Teetu;Teet (male name);;17
tehase/tööline, tehase/töölise, tehase/töölist;factory labourer;;17
teie (te), teie (te), teid;you (plural);;17
teisi/päev, teisi/päeva, teisi/päeva;Tuesday;;17
Teisipäevani!;Till Tuesday!;;17
tel (telefon);telephone;;17
telefoni/number, telefoni/numbri, telefoni/numbrit;phone number;;17
temal (tal) on;he/she has;;17
temale (talle);to him/her, for him/her;;17
terve;healthy;;17
tervis, tervise, tervist;health;;17
Tervitades;with greetings;;17
Tiit, Tiidu, Tiitu;Tiit (male name);;17
Tiiu, Tiiu, Tiiut;Tiiu (female name);;17
toidu/pood, toidu/poe, toidu/poodi;grocery;;17
Tokyo, Tokyo, Tokyot;Tokyo;;17
tomat, tomati, tomatit;tomato;;17
tomati/salat, tomati/salati, tomati/salatit;tomato salad;;17
tops, topsi, topsi;plastic cup;;17
torm, tormi, tormi;storm;;17
tormine, tormise, tormist;stormy;;17
tramm, trammi, trammi;tram;;17
traumatoloog, traumatoloogi, traumatoloogi;traumatologist;;17
treener, treeneri, treenerit;coach;;17
Triinu, Triinu, Triinut;Triinu(female name);;17
troll, trolli, trolli;trolleybus;;17
T-särk, T-särgi, T-särki;T-shirt;;17
tugi/tool, tugi/tooli, tugi/tooli;armchair;;17
tuhat, tuhande, tuhandet;thousand;;17
tulema, tul/la, tule/n;to come;;17
tume/kollane, tume/kollase, tume/kollast;dark yellow;;17
tume/punane, tume/punase, tume/punast;dark red;;17
tume/sinine, tume/sinise, tume/sinist;dark blue;;17
turg, turu, turgu;market;;17
tuttavaks saama, tuttavaks saa/da, saa/n tuttavaks;to get acquainted;;17
tuub, tuubi, tuubi;tube;;17
Tuuli, Tuuli, Tuulit;Tuuli (female name);;17
Tõnu, Tõnu, Tõnut;Tõnu (male name);;17
tänav, tänava, tänavat;street;;17
täpne, täpse, täpset;accurate, exact;;17
tätoveering, tätoveeringu, tätoveeringut;tattoo;;17
töö/intervjuu, töö/intervjuu, töö/intervjuud;job interview;;17
tüdruk/sõber , tüdruk/sõbra ,tüdruk/sõpra;girlfriend;;17
tüse, tüseda, tüsedat;corpulent;;17
uba, oa, uba;bean;;17
udu, udu, udu;mist;;17
ujumis/riided;swimsuit;;17
Ukraina , Ukraina, Ukrainat;Ukraine;;17
ukraina keel, ukraina keele, ukraina keelt;Ukrainian;;17
ukrainlane, ukrainlase, ukrainlast;Ukrainian;;17
Ulla, Ulla, Ullat;Ulla (female name);;17
Uno, Uno, Unot;Uno (male name);;17
Urmas, Urmase, Urmast;Urmas (male name);;17
Uuno, Uuno, Uunot;Uuno (male name);;17
v.a (välja arvatud);excl.;;17
vaata;look;;17
vahel;in between;;17
vaht, vahu, vahtu;foam, lather;;17
vahule kloppima, vahule kloppi/da,klopi/n vahule;to whisk;;17
vaikne, vaikse, vaikset;silent, quiet;;17
vaikselt;quietly;;17
Valeri, Valeri, Valerit;Valeri (male name);;17
Valga, Valga, Valgat;Valga (Estonian place name);;17
Valga/maa, Valga/maa, Valga/maad;Valga County;;17
valge , valge, valget;white;;17
vallaline, vallalise, vallalist;single, unmarried;;17
vana/vanemad;grandparents;;17
vanemad;parents;;17
Varssavi, Varssavi, Varssavit;Warsaw;;17
varvas, varba, varvast;toe;;17
veebruar, veebruari, veebruari;Febuary;;17
Veera, Veera, Veerat;Veera (female name);;17
Veiko, Veiko, Veikot;Veiko (male name);;17
vene keel, vene keele, vene keelt;Russian;;17
venelane, venelase, venelast;Russian;;17
ventilaator, ventilaatori, ventilaatorit;ventilator;;17
Vera, Vera, Verat;Vera (female name);;17
vere/jooks, vere/jooksu, vere/jooksu;bleeding;;17
vesi, vee, vett;water;;17
vihm, vihma, vihma;rain;;17
vihmane, vihmase, vihmast;rainy;;17
viibimine, viibimise, viibimist;lingering;;17
viie/eurone, viie/eurose, viie/eurost;five euro note;;17
viie/korruseline, viie/korruselise, viie/korruselist;five-floors-high;;17
viie/kümne/eurone, viie/kümne/eurose, viie/kümne/eurost;fifty euro note;;17
viie/kümne/sendine, viie/kümne/sendise, viie/kümne/sendist;fifty cent coin;;17
viie/sendine, viie/sendise, viie/sendist;five cent coin;;17
viiekesi;five of us together;;17
viies, viienda, viiendat;fifth;;17
viil, viilu, viilu;slice;;17
viiner, viineri, viinerit;frankfurter;;17
viineri/pirukas, viineri/piruka, viineri/pirukat;frankfurter pie;;17
viis, viie, viit;five;;17
viis/sada, viie/saja, viit/sada;five hundred;;17
viis/teist, viie/teist/kümne, viit/teist/kümmet;fifteen;;17
viker/kaar, viker/kaare, viker/kaart;rainbow;;17
Viljandi, Viljandi, Viljandit;Viljandi (Estonian place name);;17
Vilnius, Vilniuse, Vilniust;Vilnius;;17
viski, viski, viskit;whisky;;17
vitraaži/kursus, vitraaži/kursuse, vitraaži/kursust;stained glass course;;17
vt (vaata);see also;;17
või, või, võid;butter, also: or;;17
või/leib, või/leiva, või/leiba;sandwich;;17
Võru, Võru, Võrut;Võru (Estonian place name);;17
Võru/maa, Võru/maa, Võru/maad;Võru County;;17
väi/mees, väi/mehe, väi/meest;son-in-law;;17
väikse/võitu;a little too small;;17
välimus, välimusе, välimust;appearance;;17
välja arvatud;excluded;;17
väljak, väljaku, väljakut;square;;17
välk, välgu, välku;lightening;;17
värav, värava, väravat;gate;;17
õde-vend;brother and sister;;17
õhtune, õhtuse, õhtust;evening;;17
õhu/pall, õhu/palli, õhu/palli;balloon;;17
Õie, Õie, Õiet;Õie (female name);;17
õlg, õla, õlga;shoulder;;17
õmbleja, õmbleja, õmblejat;seamstress;;17
õmblema, õmmel/da, õmble/n;to sew;;17
õmblus/masin, õmblus/masina, õmblus/masinat;sewing machine;;17
õnnelikult;happily;;17
õuna/pirukas, õuna/piruka, õuna/pirukat;apple pie;;17
äi, äia, äia;father-in-law;;17
ämblik, ämbliku, ämblikku;spider;;17
ämm, ämma, ämma;mother-in-law;;17
öko/toode, öko/toote, öko/toodet;ecological product;;17
öö, öö, ööd;night;;17
ühe/aastane, ühe/aastase, ühe/aastast;one-year-old;;17
ühe/eurone, ühe/eurose, ühe/eurost;one euro coin;;17
ühe/pikkune, ühe/pikkuse, ühe/pikkust;of same height;;17
ühe/sendine, ühe/sendise, ühe/sendist;one cent coin;;17
ühe/teist/kümnes, ühe/teist/kümnenda, ühe/teist/kümnendat;eleventh;;17
üheksa, üheksa, üheksat;nine;;17
üheksa/kümmend, üheksa/kümne, üheksat/kümmend;ninety;;17
üheksa/sada, üheksa/saja,üheksat/sada;nine hundred;;17
üheksa/teist, üheksa/teist/kümne, üheksat/teist/kümmet;nineteen;;17
üheksakesi;nine of us together;;17
üheksas, üheksanda, üheksandat;ninth;;17
üks/teist, ühe/teist/kümne, üht/teist/kümmet;eleven;;17
üksi;alone;;17
üle/eile;the day before yesterday;;17
üle/homme;the day after tomorrow;;17
ülemus, ülemuse, ülemust;boss;;17
Ülo, Ülo, Ülot;Ülo (male name);;17
ümber keerama, ümber keera/ta, keera/n ümber;to turn round;;17
ümber pöörama, ümber pööra/ta, pööra/n ümber;to turn round;;17
